date,content,word_count,sentiment
2009-10-22,"some other people and me were squatting at some house that looked just like my parents' house. there was no heat so we were all wrapped up and wearing layers of clothing trying to sleep. i kept getting texts from keith's aunt about some job she was working at an overnight bakery that apparently employed strippers. they were having trouble with one of them or something.... i kept trying to sleep, had the kids with me i think. we ended up moving our blankets and stuff onto the porch. it was daylight outside but we were still trying to sleep. then a guy wearing a black mask came running over and threw something at us and i was scared until i realized it was zack and he'd thrown adult sized black scooby doo pajamas at us. then sandy showed up and was like, yelling at me for never talking to her and was like ""Did you even find the plushie i left in your car???"" as she said that, i remembered finding some weird stuffed thing on my driver's seat and throwing it to the side thinking it was from my mom.",192,-0.11203703703703703
2009-10-23,"there was a part where i had been hanging out with people and i was about to go home. we were all gathered in some sort of park that was located where the green is on the corner by the vassar alumni house, where they have the farmer's market. we were all hugging and i went to hug chris and then we like, sort of kissed or started to kiss but he like, burped or something lol. i was like ""did you just burp on me?!"" he backed up and was like ""well... but i could have gone home with you."" i was thinking oh shit now he's embarrassed and he's going to ignore me for another few months.
there was another part where i was at work and they had totally revamped the diner, made it fancy. the window wasn't right out in the open, the cooks worked out of the way, down a hallway. it was basically a typical ""diner-mare"" as christine calls them: there were too many people, i couldn't get their food fast enough and everyone was getting mad at me. it was really frustrating.
then i guess i was driving back from newburgh? (we ran into zack again somewhere but i forget the details...) i was driving and then forgot whether i was going north like i needed to or south. i was trying to figure out which direction the river was in when all of a sudden i was riding a bike on a cliff above the river. i guess i determined that i was going in the right direction but at that moment came upon some sort of lodge perched right on the cliff so that in order to continue along my path i had to go directly through it. somebody in the building called my name and i saw that this girl jess that i used to work with was in there, presumably working. the lodge had huge windows facing the river and a huge hot tub inside.",336,0.07651828847481021
2009-12-03,"somehow, dimitri found out about a party being thrown by kelsey, and everyone was going to go. d was wearing the white suit that he wore to the rollerskating party, and gregg was dressed up too. i don't remember if anybody else was dressed up. we all drove over in separate cars, and it turned out that the house where the party was was actually amanda's house, but kelsey was there and nobody knew anything about a party. we stayed though, and all these other people showed up. my friends were all squeezed onto a couch, it was like sten mike kat gregg dimitri in that order, except that christina post was between gregg and dimitri.(who i'm not all that fond of, i mean i don't hate her but i feel very meh she's not worth my time about her). at first i was like oh shit there's not enough room! but everyone kind of moved over for me but then dimitri got up, presumably to make room for me but he ended up just going and sitting elsewhere on the couch, so i was next to christina post. i hit her hand by accident or something and i said i was sorry but she made a big deal out of it, which pissed me off so i got up and went to go do something else. went in the house... this part is hazy... inside was this bartender from coco's and he was topless and way fatter than he is in real life. and some people were going to go out in the forest to find some person a new home? we kinda did but i'm not sure how that was resolved... i walked around outside and eventually found this place where there was like a mini railroad with a small train and it was like a historical site, and it was surrounded by beautiful landscape and i wished i had remembered my camera. then we were all going to sleep over... and the next thing i knew i was waking up... not wearing pants but just a long t-shirt. talked to gregg, dimitri etc for a bit and then they left the room... i got caught up playing a video game or something and then when i came out, the owners of coco's (evil dimitri and nike) were there and nike scolded me for playing video games while evil dimitri said that he liked to play them and she was like, UGH whatever. then they were gone and i was trying to get in touch with people because nobody was there anymore. i wanted to know where they'd all gone and was trying to text people but finding that my phone was all fucked up, like i guess i had been drunk the night before and put some kind of ""block"" on my access to people's phone numbers in my phone. finally i got a text back from dimitri, who said that he and everybody else had gone somewhere else but that he didn't think that he and i should hang out for a while (he said something about it angering keith? or keith getting the 'wrong idea' or something idk). i was really upset but he was unrelenting in his resolve. and that was pretty much it.",550,-0.06894963144963144
2009-12-18,"i was having a party and there started to be some sort of weather crisis that drove everybody inside. then there was a lull in it and either evan or gregg or both insisted on going home and i was like, i don't think that's a good idea! there were a lot of people there for some reason that i barely knew and i didn't want the world to end with my good friends elsewhere. and i was afraid that it was going to be unsafe outside... that was the main reason i didn't want them to go, really. but anyway. eventually it got dark and the sky turned to red and blue puzzle pieces and they started crashing into each other like glass and literally falling from the sky. in the dream i was freaking out.",137,0.10151515151515152
2010-01-14,"i met my own parents, years ago, and my 8-year-old self. they lived in some extremely snowy climate, and were trekking off somewhere during a blizzard. i had to strap my child-self into this really nice volvo and ride in the back seat with her. i was thinking how weird it was that me as a child was seeing me as an adult, and wondered if it would affect the ""future"" at all, having seen my future as a child.
the details are mostly really fuzzy but there was also a part where we were watching a movie and i was trying to shield child-me's eyes from whatever was going on. it was really incredibly gory. that's really all i remember. oh, and bar stools somewhere, at a breakfast counter in someone's house.",133,0.05227272727272727
2010-02-11,"i followed evan down to nyc and got an apartment with people i didn't really want to live with... one was some older man who was apparently keith and ciara's father and had just recently found out but i didn't remember ever having sex with him. i told him not to expect anything romantic to happen and he said he understood. turned out that we shared our kitchen with a restaurant, and the people from the restaurant had to walk through our bathroom to get to the dining room out on a porch. instead of a door connecting the restaurant to our apartment, there was just a sheet hanging in the doorway, and there were open windows where people could see right into our bathroom. the shower stall was actually the frame from a bunkbed and didn't work, the shower was actually located out in the bathroom itself, and turned on automatically when you walked in, and soaked everything. the previous occupants of the apartment left five boomboxes and a playstation 2, which i was really excited about.",178,0.0636801690373119
2010-02-25,i was jumping in a bouncy house with nathan fillion,10,0.0
2010-02-26,"court was held in like this big room and there were two court cases being heard in the same room so it was really cacophonous and confusing. everybody involved had to sit at this long table with the judge at one end, and me and keith at the other, with our lawyers next to us. keith's lawyer walked in and was like ""can't you find another suit?"" i looked down and realized that i had like, TOTALLY not prepared... my hair wasn't done, i wasn't wearing makeup, i was wearing the suit i bought for this but with my converse with the purple laces, not with heels. i was like ""will this be a problem?"" and my lawyer, who was wearing a bill cosby-esque sweater, solemnly nodded his head ""yes"". then keith, who was wearing jeans and like, shiny dress shoes, stood up and climbed on the table and walked across it, where one of the other guys there pushed him and wouldn't let him down, and keith was like, what's the big deal? i just wanna get to the other side.",182,-0.11047008547008545
2010-03-03,"i was at barnes and noble with some people (not my friends around here. not sure who they were) and i saw evan sitting in the corner at one of the little tables by the area where you put milk and stuff in your coffee. he hadn't even told me he was coming to poughkeepsie though, so i didn't know if i should go over and say hi. i didn't, just sat there talking and trying to play it cool, like i hadn't noticed him there. so eventually he noticed me and came over and we talked.",97,0.128125
2010-04-15,"kristen drove me to work in a red sports car and she was a very reckless driver. she dropped me off in a place i wasn't accustomed to being dropped off... it was near a giant hello kitty store and a party store (neither of which actually exist in new paltz). i was trying to find the diner but couldn't. ended up walking through a mall where they were conducting some kind of class for little kids and someone asked if i was going to be the instructor and the real instructor said that in japan, they don't do it like that. i then walked through a school... all around, looked at the time and was like holy shit i'm gonna be late! i was really lost though.
then i guess i was at what was my parents' house sleeping, and my alarm went off but i turned it off thinking that i didn't really need it to get up in time for work. then i woke up and saw that it was like 9:30 and i was supposed to be at work at 9:30(am). i tried calling memo to tell him that i would be late but he didn't pick up. i was freaking out... i think my mom brought me to work this time? and the diner was like,, on top of what i guess was bob's house? and when i got there, juan and carlos were throwing some kids out who had stolen something from an old lady. it was chaotic... i went inside and was in a living room where it looked like he was having a party. i assumed it was for easter. i asked memo, who was there, if the diner was open and he was like ""yes, of course."" i apologized for being late. he said that it was really dead anyway so i could just go home.
there was some other portion of my dream that i guess doesn't really make sense with the rest of it but there were two groups of people, one on each side... maybe the other side was like canada or something or the us army? anyway lupe, feli's boyfriend was there and he threw like a molotov cocktail at them and they started shooting and everyone was shooting at each other and there were tanks and bombs and shit. and then there were like, kids watching it and like in a tv show the scene turned into a painting kind of thing?
there was also a part where my parents had gotten a huge, in-ground pool and i was all excited... then i looked out their window again and saw that it wasn't in fact a pool but a huge, muddy ditch.",456,0.07406655844155843
2010-05-03,"all my teeth fell out, but this time they didn't crumble, like they used to do. they popped out, one by one, like kernels of corn off the cob.",29,0.0
2010-05-04,"the sky was falling, as is the custom in my world-ending dreams. there were meteors falling everywhere, about the size of a car i guess, smashing into everything. people were sitting outside watching and i was like wtf are you guys crazy?! i ran indoors, into some big building with multiple floors. the meteors were pummeling the side of the building, smashing windows etc. i hid in the basement....
there was also a part where i was presumably still in that building and i had chloe with me. i had some kind of medical ailment and was in some sort of hot tub or whirlpool. i had red rings around my lower legs where my socks had cut into my skin, and a woman was telling me that this was evidence of whatever sickness i supposedly had.",137,-0.044444444444444446
2010-05-10,"i went on a date with kevin, who turned out to be a total asshole. he wanted to play twister, but i wanted to play some other board game. he sneered at me, saying that *everyone knows* twister is the best game.
and last night, i had a dream that i was going to the book club. last night before bed, i had talked to dimitri on the phone about the next book club selection, and then afterward he told me that they had rescheduled the next meeting so that i could come. :) anyway, in the dream, i came, but late, because i had been working. they were all sitting around a large dinner table in an unfamiliar place. when i went in, dimitri looked at me disapprovingly for being late. i sat next to him and we like... held hands. then i was like, wait a second, i'm not supposed to hold hands with dimitri! and was really embarrassed, but he didn't seem phased by it, so i was just kind of like *shrug, ok* and kept doing it. Haha!",182,0.09154135338345865
2010-05-19,"i was riding on one of those bouncy horse things that they have at playgrounds, except it wasn't connected to the ground; i was riding it through the streets of a city. i decided to be a hot-shot and jump a fallen tree with it. i managed to pull it off, and as i landed on the other side, a group of construction workers applauded and the tree itself cheered and congratulated me on my athletic prowess. i dismounted, was wearing a fancy black dress and heels and was with kevin, who was wearing a suit. we went into a woman's clothing store, where a woman was looking at a metallic multi-colored dress. i think she was considering it for her wedding dress. her mother, who was with her, disapproved, but the daughter assured her that it would be beautiful once bleached. kevin teased me about when we met, kept calling me something like ""that silly waitress"" and i sheepishly apologized for following him around all night (which didn't actually happen, for the record). he reacted basically like ""psh, whatever."" we were sort of in a restaurant now, and kevin said that he was going to go to a different restaurant and get me ice cream. i sat and waited, attempting to read a book that he'd left behind. when i first woke up the memory of the dream was so vivid that i could almost recall the words on the page, but i've lost that detail now. there was an overweight woman sitting across from me smearing lotion on her exposed chest.",263,0.0030303030303030294
2010-05-20,"my dream last night involved a duplicate of my laptop, dimitri giving me a brand new car (haha), sleeping through work, and putting my kids on a train to grand central for some reason and then freaking out and trying to figure out how to get them back.",48,0.1393939393939394
2010-05-26,"evan was starring in a production of ""fiddler on the roof"" as weird al playing yakov smirnoff. (like, he was pretending to be weird al pretending to be yakov smirnoff.) he was really excited.",34,-0.20833333333333334
2010-06-01,"i was touring some spot that was going to potentially be used for some reality show. as we went down in the basement, the woman in front of me made a joke that we were going to see if it needed to be made worse in order to ""mimick jesse james's garage"". we all laughed. later, i told somebody else that they had made the basement almost too bad, because the stairs were slippery. when we got down there, we were in a large cave-like room, where we were going to do yoga. most of the room was covered in shallow water, but one corner was dry and had a large bright opening in the wall. that area was supposed to be picturesque (and was.) then all of a sudden the water was very deep, and we climbed up on a rock on the other side with a bunch of other people. below, a fish as big as a whale jumped and snapped at us. we were instructed to inch closer to the edge and look down at it, as a sort of exercise in trust. we were going to do yoga in the water later, somehow. then this turned into some sort of ""olympics"" in which we were doing various athletic activities... whatever my event was was the easiest. there was a blonde boy with feathered hair who kept telling people to stop what they were doing, or to not tell the judges when they had completed a task. i got in his face and told him that he was being overbearing. he had no idea what i was talking about and looked at me quizzically.",277,0.005086580086580094
2010-06-23,"new paltz was the fur-trapping center of the western world, and the buildings were all draped in hides and furs.",20,0.012121212121212116
2010-08-19,"my mom told me she was @ Gregg's house and saw Evan laying on the bed with some girl. I said ""well that doesn't necessarily mean anything"" but I knew it really did. Oh! In another part I was in a class or something with what I eventually realized was that girl Angela who he was interested in back in October. She was really really young though in my dream, like 17 I think.",74,0.057499999999999996
2010-08-26,"I was in my parents' neighborhood and found ""our"" cat (who stayed with Keith), Diego, but he was all ratty looking and dirty and skinny and seemed sick and was making crying noises. I picked him up and brought him home and lamented that he was so ill-treated that he had walked all the way from Poughkeepsie to my parents' house in Hyde Park to find me.
Then I was on my parents' porch, and a police chopper touched down in the yard, and I started freaking out thinking they were there to take me away for some crime I had committed unknowingly, but they just started handing out surveys. Half of the survey was already filled out. It asked if I had all these different affiliations, none of which I can remember except for Planned Parenthood. I was confused by the lack of information the surveys seemed to provide. I wondered why they bothered to come in a chopper to personally deliver these surveys that were so lacking in information.
Then I had to go and get cat food. My parents, although they don't have a dog, had like four HUGE bags of dog food, but no cat food. So I said I'd run ""around the corner"" to 7-11 (which isn't around the corner from my parents' house; It's around the corner from Keith's house.) My mom asked me to bring Chloe with me, but then for some reason I didn't and just went alone.
When I got back, I guess I had gone to the grocery store and did a full shopping trip, because I had like 10 bags of groceries. I put them down on the porch and walked in. The door was ajar and as I stepped into the house, I realized that my mom, the kids, and everyone else (there were all these other random kids in the house) were missing. I started panicking. In the dream I assumed they'd been kidnapped or hurt, not that they'd willingly gone somewhere.",335,-0.10688608776844069
2010-08-29,"I was at some expensive hippie-dippy new-agey cafe in some place like Woodstock or Tivoli or something, and I ordered some sort of fruity alcoholic beverage and a piece of banana bread. I wasn't sure I believed the sign at first and asked the lady whether it was actually banana bread, to make sure. She affirmed that it was.
I went and sat down outside on the patio and was eating, then I got up to do something, and when I came back, the banana bread was gone. Someone had thrown it out. I was mad because the banana bread was really overpriced and I was out of money and hungry.",111,-0.007323232323232323
2010-08-30,"Jp and I were observing some sort of ""make your own nursing home"" kit, and JP said (I guess this was a joke?) ""Yeah! Or you could film an episode of The State on it!"" I looked at him with that WTF look I feel I give him all the time and said: ""Watch it, buddy!""",56,0.15625
2010-09-01,"a big hunk of my hair fell out, and I kept staring at it in disbelief. I was horrified that I was losing my hair, but at the same time marveled at how gorgeous and well-kept the chunk appeared. It looked like one of those swatches of fake hair they have attached to the displays of hair dye.
In the same dream, I was cleaning out my ear with a q-tip, and when I pulled it out, it was covered in blood.",82,0.039999999999999994
2010-09-08,"I was going to Oneonta (I've never been there; JP was talking about it before bed last night). In my dream, New York was separated into what was basically provinces, one of which was called ""Oregon,"" where Oneonta was the capital. I was looking at a satellite view of ""Oregon"" trying to determine where Oneonta was, but I just couldn't find it. The area was really sparsely populated, the only discernible landmarks being a large lake with a smaller, crystalline man-made lake contained within it and a castle.
Next, I was picking along in vain, looking for something in the mud. It was raining. A Bollywood song was playing, the English lyrics repeating over and over: ""My husband is dead."" I found two bracelets in the mud, both identical, and I couldn't remember making the second one, but thought I'd made both. I also recovered a golden picture of me as a saint, and went back to whatever building I came from. ""This is why I feel almost orgasmic about the first snow,"" I said in a sort of voice-over. Inside was my mother and Levi Butcher, who were crying. It was snowing outside and I could see other people out in the distance. ""Where is everyone?!"" I asked frantically, but they wouldn't tell me.",215,0.03402495941558441
2010-09-16,"I was in a store and the nazi guy from Raiders of the Lost Ark came in to rob it. With him were what I assume were Nazi robots with tiny machine guns in their eyes. After he got the money he asked for, he directed the robots to shoot around the room. Somehow by crouching in the corner, I avoided being shot, but then I think may have gotten shot anyway? I'm not entirely sure.",76,-0.125
2010-09-19,I was arrested for knocking over a golden portrait of Elvis.,11,0.3
2010-11-22,"Dreamed of a zombie apocalypse. Details are fuzzy, but leopard-print clogs were involved.",13,0.0
2010-12-04,Taco Bell,2,0.0
2010-12-09,"joan of arc, but she had a pirate name.",9,0.0
2011-01-18,"I moved in with J.p. Ward and he brought home a tiny grizzly bear, which he scienced into a full-sized grizzly and wanted to keep for a pet, and I found a tiny Rachael Saltzman living in the wall.  then i saw jp in a diner like, looking for treasure in the seats of a table that was coverd in crumbs and a plaid cabby hat. and i think we were living in syracuse, and i went to like the syracuse university student center, but it didn't look like it actually looks, t was huge and glass walled and uhh, i got lost in it. and was running around confused ... i think it was a conglomeration of the ""underground"" shopping area by rockefeller center and the hospital that my dad was just in.",134,-0.028571428571428584
2011-01-21,"I was a grave robber in ancient Egypt, but the grave-robbing was kinda government sanctioned and required the completion of an obstacle course in order to get to the goods.",30,0.0
2011-01-23,"It was one of my kids' birthday and we were having a family birthday party, but the party was planned and put on by Angela. I was totally pushed out of the process and was feeling really downtrodden and unimportant. I started getting angry and yelled at her, saying basically that they were MY kids, I fucking raised them, she didn't have her own and why does she have any right to be the one to organize this? Why would she know better than me what to do with them? I woke up with my jaw aching from clenching my teeth so hard.",103,-0.02288359788359787
2011-01-27,"JD was in my dream last night, and he made a big construction paper penguin--It was like 3 ft tall, as a wall decoration, and he got some kind of award for it. He was also driving a big white van and Gregg was in it with him, and there were cardboard boxes dropping out of the bottom, and I was finding them on the ground and wondering if he knew he had lost them.",75,0.12
2011-01-27,"Dimitri and I were watching a bridge be partially disassembled (it had had two legs, one was being removed.) We wondered how it would stay up, now only being supported on one side.",33,-0.05
2011-02-20,"Sten had a fluffy white cat that she had to get rid of because Robbie Bear had a cat with a similar name and he was not ok with this for whatever reason. She chose me because I claimed to be ok with diet coke (when in reality I hate the stuff.) I took the cat home and it didn't get along with Lydia.... I thought about putting it outside, but was afraid that i would lose it in the snow, it being white and all.",86,-0.15000000000000002
2011-03-16,"I went on a field trip to a museum that had, among other things, a display of ""Star Wars"" desks with built-in pianos and typewriters (yeah, typewriters...idk.) and  Jason Cintron was there writing a letter to Beverly Cleary telling her that she should use my name in a book.",49,-0.125
2011-03-29,"I went to a church in a high school gymnasium with my mom and children, where people were worshiping what appeared to be a dead woman on a table, surrounded by candles. I was weirded out at first until my mom told me that it was the black madonna, and it was ok for me to touch her. I did, touched her hand, and realized she wasn't actually a human body but more, structurally, like a mannequin.
I can't really accurately describe the feeling I got when I touched her but it was odd. I found the dream interesting because of the presence of something that is considered kind of universally significant. The black madonna is what Rasputin saw in the sky which led him to the historically significant portion of his life. She is seen to symbolize the more powerful, potent side of feminity. She's the badass, sexy Virgin Mary. But she's also not something I've ever really thought about all that much. I looked it up when I was reading about Rasputin, but it was a fleeting interest, and it was like 2 years ago, so it was weird to have her pop up in my dream now like that.",202,0.2219047619047619
2011-03-30,I worked with Kat and she and Tom henry were having a baby.,13,0.0
2011-06-27,I was late for work because I was eating a really juicy grapefruit in the parking lot.,17,-0.04999999999999999
2011-07-17,"I was playing a game called ""Hello Kitty's Pregnancy Care” on ATARI.",12,-0.4
2011-08-20,"Had kind of a stressful relationship dream last night, and Stephen hawking was there, observing my drama over a beer.",20,0.3
2011-09-27,"Frank Kerschbaumer's band made it big. I found their CDs in a store. IN SPACE. (I was on some space station or something...) and I took pictures with my phone to send to JP. The CDs were put in the ""country"" section by whoever arranged the merchandise, because Frank lives in NC.",52,0.0
2011-11-15,I was still working in Danbury and was late for my shift. I had to ride there on a child's bike with a hand-painted lute on my back.,28,-0.15
2011-11-30,Skyrim dragons.,2,0.0
2011-12-11,"somebody wanted to buy a birdhouse as a Christmas gift. With great glee, I told them that there is a man in Rhinebeck selling them from his yard.",28,0.8
2012-01-15,"2 nights in a row I dreamed about work: in 1 dream, everyone else in the store was making glittery Christmas decorations in the back without me and leaving me to deal with the customers. In the other, the store was located on a sinking ship filled with penguins and I had an iPad stolen by a group of unruly teenagers. Very stressful! lol. And the worst thing about dreaming about work is that then you have to get up and go to work ""again"".",85,0.054166666666666696
2012-03-14,"I went to the most inefficient, poorly-run McDonald's ever. It was in a cave at the top of a mountain. I had to wait FOREVER. When they finally served me, they gave me a giant tray of enchiladas instead of the bacon egg and cheese I asked for. When I told them I wanted it to-go, they just threw a napkin over it. Oh, and they forgot my coffee! Lol.",70,0.36
2012-05-29,"somehow by creating Halo games, humanity caused a real live covenant to attack us. Jp and I and a rag-tag group of survivors were trying to escape Albany and it was TERRIBLE.",32,-0.3977272727272727
2012-08-23,"I somehow had neglected to quit my job at the diner back in 2010, was still working there (much to my confusion) and was late for work.",27,-0.033333333333333326
2012-09-14,"In a parallel universe,I accidentally killed three people. While I was trying to hide the bodies, the police came, but to arrest me for a different crime (I had moved a man's car without his permission.) as I packed my stuff for prison (hideous, flimsy dresses and a Care Bears VHS tape) in a child-sized suitcase, the cop was wandering around. Afraid he'd find the bodies, I tried to rush.... Woke up as I was dream-texting Jp to tell him I was going to prison in another dimension.",88,-0.16999999999999998
2012-10-28,I was dragging Jp to a mindfulness meditation group but when we got there I realized (to my disappointment) that the people inside were actually doing bikram yoga.,28,-0.3
2013-03-04,My brother wrote a coffee table book about luaus.,9,0.0
2013-05-29,"I tried to give Jp an old AP magazine with Trent Reznor on the cover, but he was uninterested.",19,0.1
2013-06-01,"Amanda and I were at a picnic in Tivoli, where I loaded my plate up with barbecue and baked beans. She convinced me to leave our food temporarily to go to an aquarium and watch whales. When we got back to the picnic, they’d cleared away all the dinner food and brought out cakes. I was unhappy that I had wasted my time looking at whales when I could have been eating beans. I did not want cake.",78,-0.26666666666666666
2013-06-12,"I was in Syracuse, staying in a dorm room with giant, glassless windows high in a tower. A terrifying storm hit. I was cowering in the dark room, when a belligerent giraffe stuck his head through my window and started nosing around threateningly.",43,-0.2475
2013-07-14,I had a typewriter somehow filled with the bones of chicken wings.,12,-0.09999999999999998
2013-09-07,"For the last last two nights, I've had these connected dreams that take place in some bizarre-o coastal vacation town, where Gregg Olheiser and Jill LiXonline own a boardwalk Italian restaurant that gets inundated at high tide (and where I lose my cell phone in said high tide,) and  Slash from Guns n' Roses runs a tattoo studio (where Christine Houlihan and Paul Sandiford want to get matching tattoos.) Very involved, lonnnnggg dream.",73,0.16
2014-04-23,I was having a party with Bill Cosby.,8,0.0
2014-12-16,I went to a pool party hosted by Neil Gaiman and David Bowie.,13,0.0
2015-12-18,Ray Romano dropped a giant kernel of popcorn out a window and it was sucked into a black hole.,19,-0.08333333333333333
2016-02-25,"a man attacked me. I reacted in self-defense and stabbed him, then went on with my life thinking it was excusable.
After the fact, a stranger in an online forum told me that I would most likely be getting ""fifteen years to life,"" for my reaction, because I'd gone too far. I'd not only stabbed him, I'd stabbed him 64 times. In the buttocks. Until he died. And then kept stabbing him.",72,0.0
2016-05-10,"I was chasing mice and woke myself up twitching as I ""caught"" them",13,0.0
2016-11-29,"it was during WWII, and I belonged to a contingent of vampires fighting for the allies.",16,-0.1
2017-03-13,"My dad appeared to my mom and me. Jp was there, but couldn't see him. I can't remember what my dad said, but he looked happy, like he does in the photos from the 80s, and the way I remember him when I was little. His hair was black, and he was smiling. In the dream, I was relieved that my mom could see him too, because that meant I wasn't crazy.",72,-0.03854166666666664
2018-01-16,"Jp and I had a vicious fight over whether Javascript was a ""real"" programming language or not. In my dream, he told me that he had learned Assembly and C in middle school, and Javascript was basically for idiots.",39,-0.4
2018-03-16,"Jp and I went to Japan. I was looking for my host family, and found their house. (It didn’t look like it actually looked.) Had a hard time finding somewhere to park - what we thought was handicapped parking was just a sign saying to use the e-brake because the driveway was steep. So we parked, but Jp was afraid to go up to the door. I was too because I didn’t know if they would remember me or want me there, but I felt like one of us had to be brave, so I knocked. My host mother opened the door and didn’t seem to recognize me at first, so I took my glasses off. I was trying to talk to them (poorly) in Japanese and tell them I was sorry for not writing, but here I am and is that ok? My host father was sitting inside on a recliner, answered in almost perfect English. I wondered how he’d learned to speak English so well.",167,0.10530303030303031
2018-03-17,"Nelson from work sent me a message and said he was overwhelmed by stress and the demands and drama of the people in the community, and that the other night, when nobody showed up for meditation, was the worst night of his life.",43,-0.5625
2018-03-20,"I was at the condos looking for Christine but couldn’t remember where hers was. Someone approached me to see if I needed directions. I said no and was annoyed at her intrusion and embarrassed. She said if I found Christine’s condo, I’d better knock on the door. If I didn’t, it would be really weird and creepy. The condos weren’t the condos though. They were a dark apartment complex with twisty stairs. I thought Christine must be on the 3rd floor.",81,-0.19285714285714287
2018-03-21,"I kidnapped Feli and brought her to Honduras. She and I were sitting in a cafe and she spoke no English. I was trying to explain to her where I had brought her by drawing maps, but as I drew the outline of the US, I realized I didn’t know where Honduras was, so I looked it up on my phone. When she realized where we were and that they would speak Spanish, she started yelling in Spanish. Everyone ignored her and I worried that she wouldn’t believe me that we were in Honduras, and think we were in some other non-Spanish speaking country.",104,-0.03125
2018-03-22,"My dad hadn’t really died - he did, almost, and we thought he was gone, but he came back somehow. My mom got mad at him though for something and kicked him out. We weren’t sure where he went. I was mad at her for losing him again when we’d gotten a second chance. I thought I wanted to talk to him, to say I was sorry for not reaching out more, but realized he wouldn’t be receptive anyway, because he never was. But I still wanted him to come back.
My mom said she would bring me Chinese food but then she was gone for like 4 hours and I started to worry. I called her, and it turned out she had just gone to bed.",127,-0.05500000000000001
2018-03-25,Somebody slipped lemon doTerra oil in my soda and I almost didn’t notice. The glass fell over and spilled and I was relieved that I now wouldn’t need to drink it.,31,0.0
2018-03-26,"Amanda and I were trying to escape some place. To escape, we had to go through this sort of maze of man-made caves. It was dark, and we had to make sure we didn’t misstep. Some places had high drop-offs. There seemed to be people outside somewhere looking for us.
Eventually, we found a way out. There was a sign or something that said to look out for people who had escaped a mental institution, and all these big like, McMansion-style houses. We tried to run and escape completely, but were apprehended. It seemed that the people who caught us were in control of the situation the whole time and were just waiting for us out there. It also seemed that the whole thing was maybe just a game, but it was so scary, it felt real.",137,0.01749999999999999
2018-03-29,"I kept forgetting to turn on my wifi and kept inadvertently ending up on data. I got a bill for $9,000 from AT&T.",23,0.0
2018-03-31,"I ordered a sound system, the one recommended by Kevin Walsh, for the library. After I did, everyone was like why did you order this extravagant system? These other libraries get by with a little boombox like this. And they showed me the boombox and I was unable to explain why we needed the more expensive system.",57,-0.06874999999999999
2018-04-03,Penny had kittens. They looked like little mini-Pennies. She was hiding them in the couch.,15,-0.1875
2018-04-10,"We bought our house but it was in Hyde Park, not in Tivoli, and the circumstances were different. Had been repossessed or something from some old lady. And there was something broken and a guy said he could fix it, but he wouldn’t, because he didn’t feel right about how we had acquired it. We realized we’d bitten off more than we could chew. The previous owner was still coming to the house too, in and out, and we felt too bad to tell her not to.",87,-0.05442176870748298
2018-04-21,Jp and I were in some sort of polyamorous relationship with a demon who had learned everything he knew about humanity from gangster movies.,24,0.0
2018-04-28,"I thought Jp was dying. He went away and I assumed after a while that he had gone somewhere to die. But then he came back and he’d just been at a karate tournament. He was really short and didn’t seem particularly interested in resuming our relationship. We worked at a restaurant and there were several other people there who were all interested in a relationship with him, and it wasn’t clear that he would choose me (or anyone for that matter.)",82,0.06785714285714285
2018-04-29,"I was hanging around with some kid and these teenagers were bullying him and calling him “Hollywood”, implying that he acted pretentious and/or too “extra”. I was upset that they were so mean and went with the boy to some room. We had knives and I thought we could defend ourselves if someone attacked, but also I worried that I had put his life in danger by getting involved. A teenage girl came down with blood on her hands, saying she was injured. I knew she was faking though and that she had a knife, and would stab me if I got too close to her. So I kicked her. (I woke myself up actually kicking.)",116,-0.12800925925925927
2018-04-30,"I had a baby I had somehow kept alive though I wasn’t sure how, because I kept forgetting I had him. Evan came to visit and he had written a book everyone was oohing and aahing over. I wondered whether I had had any impact on his life and felt jealous of his success and how easily he had been able to discard me back in the day. I saw the book, of which I thought he was “just” the author, but it turned out that he was the illustrator as well. I looked at the back of the book and it was about two characters, one with my name, and the other named enomenasuolaez (my gamer tag spelled backwards.) Except they were two sides of the same person, and had to find a way to integrate both sides and become one. I realized that I had obviously influenced the book and felt a little bit less like a completely lame loser.",162,0.0657051282051282
2018-05-05,"Evan had a blog/vlog that everyone thought was hilarious, but then I realized that all of his material was actually written by Alyssa Church.",24,0.25
2018-05-06,"I was in the back of a van/train going across state lines somewhere with a bunch of people from high school and/or college. We had to have some sort of documentation to go to the next state, involving some sort of numeric code that was written on scraps of paper that were scattered all over the floor of the van. I was worried that I wouldn’t be able to find mine. Nobody else seemed concerned.",75,0.165
2018-05-12,Sandy (Mort) wrote a poem on Facebook about how and why she loves Lularoe and made it public “for personal reasons” to show the haters (me) that they were being unfair and hurting her.,34,-0.16666666666666666
2018-05-15,"I had been with Jp but he had left me. I had a hard time remembering who he was or how to find him, but only knew that I had found somebody I felt completely comfortable with, and now I couldn’t find him again. I tried dating other people from my past (e.g. Evan) but none of it felt right.",60,0.0027210884353741477
2018-09-01,"I was at a mall carrying Keith around like a baby, even though he’s 15. I realized someone should say I shouldn’t be, and that I shouldn’t have him if I was going to baby him. But he seemed so helpless.",41,0.0
2018-09-02,"I saw Sarah Huckabee Sanders with no makeup on and was like, hey, she looks much better without makeup.",19,0.5
